ID,Category,Clause / Finding Description,Violation Type,Relevant Law / Statute,Label,Source Name,Source URL,Notes
L3_91,Loan App / Fintech,The lending app provides no contact details for a Nodal Grievance Redressal Officer or escalated complaint procedure.,Absence of nodal grievance officer,RBI Digital Lending Directions,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_92,Loan App / Fintech,The lending app provides no contact details for a Nodal Grievance Redressal Officer or escalated complaint procedure. Applicable across all digital channels.,Absence of nodal grievance officer,RBI Digital Lending Directions,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_93,Loan App / Fintech,The lending app provides no contact details for a Nodal Grievance Redressal Officer or escalated complaint procedure. Pursuant to updated statutory terms.,Absence of nodal grievance officer,RBI Digital Lending Directions,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_94,Loan App / Fintech,The lending app provides no contact details for a Nodal Grievance Redressal Officer or escalated complaint procedure. Subject to regulatory audit.,Absence of nodal grievance officer,RBI Digital Lending Directions,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_95,Loan App / Fintech,The lending app provides no contact details for a Nodal Grievance Redressal Officer or escalated complaint procedure. Enforced in all operating regions.,Absence of nodal grievance officer,RBI Digital Lending Directions,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_96,Loan App / Fintech,"App prominently displays the name, email, phone number, and postal address of the designated Nodal Grievance Redressal Officer.",Compliant grievance redressal,RBI Digital Lending Directions,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_97,Loan App / Fintech,"App prominently displays the name, email, phone number, and postal address of the designated Nodal Grievance Redressal Officer. Applicable across all digital channels.",Compliant grievance redressal,RBI Digital Lending Directions,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_98,Loan App / Fintech,"App prominently displays the name, email, phone number, and postal address of the designated Nodal Grievance Redressal Officer. Pursuant to updated statutory terms.",Compliant grievance redressal,RBI Digital Lending Directions,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_99,Loan App / Fintech,"App prominently displays the name, email, phone number, and postal address of the designated Nodal Grievance Redressal Officer. Subject to regulatory audit.",Compliant grievance redressal,RBI Digital Lending Directions,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_100,Loan App / Fintech,"App prominently displays the name, email, phone number, and postal address of the designated Nodal Grievance Redressal Officer. Enforced in all operating regions.",Compliant grievance redressal,RBI Digital Lending Directions,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022
L3_101,Gig Contract,Platform reserves the right to deactivate gig worker account immediately without issuing notice or disclosing reasons.,Arbitrary deactivation without notice,Karnataka/Rajasthan Gig Worker Acts,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_102,Gig Contract,Platform reserves the right to deactivate gig worker account immediately without issuing notice or disclosing reasons. Applicable across all digital channels.,Arbitrary deactivation without notice,Karnataka/Rajasthan Gig Worker Acts,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_103,Gig Contract,Platform reserves the right to deactivate gig worker account immediately without issuing notice or disclosing reasons. Pursuant to updated statutory terms.,Arbitrary deactivation without notice,Karnataka/Rajasthan Gig Worker Acts,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_104,Gig Contract,Platform reserves the right to deactivate gig worker account immediately without issuing notice or disclosing reasons. Subject to regulatory audit.,Arbitrary deactivation without notice,Karnataka/Rajasthan Gig Worker Acts,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_105,Gig Contract,Platform reserves the right to deactivate gig worker account immediately without issuing notice or disclosing reasons. Enforced in all operating regions.,Arbitrary deactivation without notice,Karnataka/Rajasthan Gig Worker Acts,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_106,Gig Contract,Platform provides a minimum 14 days written notice specifying objective grounds and an appeal process prior to account deactivation.,Compliant deactivation notice,Karnataka/Rajasthan Gig Worker Acts,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_107,Gig Contract,Platform provides a minimum 14 days written notice specifying objective grounds and an appeal process prior to account deactivation. Applicable across all digital channels.,Compliant deactivation notice,Karnataka/Rajasthan Gig Worker Acts,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_108,Gig Contract,Platform provides a minimum 14 days written notice specifying objective grounds and an appeal process prior to account deactivation. Pursuant to updated statutory terms.,Compliant deactivation notice,Karnataka/Rajasthan Gig Worker Acts,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_109,Gig Contract,Platform provides a minimum 14 days written notice specifying objective grounds and an appeal process prior to account deactivation. Subject to regulatory audit.,Compliant deactivation notice,Karnataka/Rajasthan Gig Worker Acts,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_110,Gig Contract,Platform provides a minimum 14 days written notice specifying objective grounds and an appeal process prior to account deactivation. Enforced in all operating regions.,Compliant deactivation notice,Karnataka/Rajasthan Gig Worker Acts,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_111,Gig Contract,Algorithmic penalties for late delivery may exceed 50% of daily earnings at sole platform discretion.,Uncapped algorithmic wage penalty,Fair Conditions / Code on Wages,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_112,Gig Contract,Algorithmic penalties for late delivery may exceed 50% of daily earnings at sole platform discretion. Applicable across all digital channels.,Uncapped algorithmic wage penalty,Fair Conditions / Code on Wages,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_113,Gig Contract,Algorithmic penalties for late delivery may exceed 50% of daily earnings at sole platform discretion. Pursuant to updated statutory terms.,Uncapped algorithmic wage penalty,Fair Conditions / Code on Wages,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_114,Gig Contract,Algorithmic penalties for late delivery may exceed 50% of daily earnings at sole platform discretion. Subject to regulatory audit.,Uncapped algorithmic wage penalty,Fair Conditions / Code on Wages,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_115,Gig Contract,Algorithmic penalties for late delivery may exceed 50% of daily earnings at sole platform discretion. Enforced in all operating regions.,Uncapped algorithmic wage penalty,Fair Conditions / Code on Wages,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_116,Gig Contract,Deductions for operational delays are capped at transparent pre-disclosed rates and subject to mandatory human review.,Compliant fee deduction limit,Fair Conditions / Code on Wages,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_117,Gig Contract,Deductions for operational delays are capped at transparent pre-disclosed rates and subject to mandatory human review. Applicable across all digital channels.,Compliant fee deduction limit,Fair Conditions / Code on Wages,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_118,Gig Contract,Deductions for operational delays are capped at transparent pre-disclosed rates and subject to mandatory human review. Pursuant to updated statutory terms.,Compliant fee deduction limit,Fair Conditions / Code on Wages,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_119,Gig Contract,Deductions for operational delays are capped at transparent pre-disclosed rates and subject to mandatory human review. Subject to regulatory audit.,Compliant fee deduction limit,Fair Conditions / Code on Wages,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
L3_120,Gig Contract,Deductions for operational delays are capped at transparent pre-disclosed rates and subject to mandatory human review. Enforced in all operating regions.,Compliant fee deduction limit,Fair Conditions / Code on Wages,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation
